"Prevalence_ID","Topography","Topo_code","Morphology","Morpho_code","Sample_analyzed","Sample_mutated","Population","Country","Comment","Ref_ID","Cross_Ref_ID","Title","Authors","S_Ref_Year","Journal","Volume","Start_page","End_page","PubMed","Ref_comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11","Exclude_analysis","WGS_WXS"
"224","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","16","9","Eastern Africa","Mozambique","","328","","Genetic heterogeneity of hepatocellular carcinoma","Unsal H;Yakicier C;Marcais C;Kew M;Volkmann M;Zentgraf H;Isselbacher KJ;Ozturk M;","1994","Proc Natl Acad Sci U S A","91","822","826","0008290606","","","DNA","SSCP","cloned","false","false","false","true","true","true","true","true","false","false","false","No"
"225","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","22","2","Southern Africa","South Africa","","328","","Genetic heterogeneity of hepatocellular carcinoma","Unsal H;Yakicier C;Marcais C;Kew M;Volkmann M;Zentgraf H;Isselbacher KJ;Ozturk M;","1994","Proc Natl Acad Sci U S A","91","822","826","0008290606","","","DNA","SSCP","cloned","false","false","false","true","true","true","true","true","false","false","false","No"
"226","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","28","5","Eastern Asia","China","","328","","Genetic heterogeneity of hepatocellular carcinoma","Unsal H;Yakicier C;Marcais C;Kew M;Volkmann M;Zentgraf H;Isselbacher KJ;Ozturk M;","1994","Proc Natl Acad Sci U S A","91","822","826","0008290606","","","DNA","SSCP","cloned","false","false","false","true","true","true","true","true","false","false","false","No"
"227","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","13","3","Western Europe","Germany","","328","","Genetic heterogeneity of hepatocellular carcinoma","Unsal H;Yakicier C;Marcais C;Kew M;Volkmann M;Zentgraf H;Isselbacher KJ;Ozturk M;","1994","Proc Natl Acad Sci U S A","91","822","826","0008290606","","","DNA","SSCP","cloned","false","false","false","true","true","true","true","true","false","false","false","No"
"228","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","19","6","Western Europe","Germany","","344","344","p53 overexpression is frequent in European hepatocellular carcinoma and largely independent of the codon 249 hot spot mutation","Volkmann M;Hofmann WJ;Muller M;Rath U;Otto G;Zentgraf H;Galle PR;","1994","Oncogene","9","195","204","0008302580","See ref 1669","frozen","DNA","SSCP/IHC","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"229","TESTIS","C62","Seminoma, NOS (C62._)","9061/3","17","4","Eastern Asia","China","","369","","P53 gene mutations in Chinese human testicular seminoma","Wei YD;Jiafu Z;Xi QS;Yongjiang M;Xiulong Z;Daizong L;Jianren G;","1993","J Urol","150","884","886","8345605","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"230","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Hepatocellular carcinoma, NOS (C22.0)","8170/3","28","14","Eastern Asia","China","only codon 249 (c.747G>T) analyzed","854","","p53 mutations may be related to tumor invasiveness of human hepatocellular carcinoma in China","Qin LX;Tang ZY;Liu KD;Ye SL;Zhou G;","1995","Oncol Rep","2","1175","1179","8697987","","","DNA","Mismatch cleavage","direct","false","false","false","false","false","true","false","false","false","false","false","No"
"231","COLON","C18","Adenocarcinoma, NOS","8140/3","67","29","Eastern Asia","China, Hong-Kong","","997","","Colorectal carcinoma in Hong Kong: epidemiology and genetic mutations","Yuen ST;Chung LP;Leung SY;Luk IS;Chan SY;Ho JC;Ho JW;Wyllie AH;","1997","Br J Cancer","76","1610","1616","0009413950","","frozen","DNA","SSCP","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"232","COLORECTUM, NOS","C18-C20","Adenocarcinoma, NOS","8140/3","99","35","Eastern Asia","China, Hong-Kong","","1058","1058","p53 mutations detected in colorectal carcinoma patients in Hong Kong","Leung CS;Cheung MH;Wong CM;Lau KW;Tang CM;Lung ML;","1997","Cancer Epidemiol Biomarkers Prev","6","925","930","0009367066","See ref 1198","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"233","RECTUM","C20","Cancer, NOS","8000/3","22","10","Eastern Asia","China","Schistosomiasis japonica associated cancers","1118","","p53 gene mutations in rectal cancer associated with schistosomiasis japonica in Chinese patients","Zhang R;Takahashi S;Orita S;Yoshida A;Maruyama H;Shirai T;Ohta N;","1998","Cancer Lett","131","215","221","0009851256","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"234","RECTUM","C20","Cancer, NOS","8000/3","22","9","Eastern Asia","China","Non-Schistosomiasis cancers","1118","","p53 gene mutations in rectal cancer associated with schistosomiasis japonica in Chinese patients","Zhang R;Takahashi S;Orita S;Yoshida A;Maruyama H;Shirai T;Ohta N;","1998","Cancer Lett","131","215","221","0009851256","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"235","BREAST","C50","Carcinoma, NOS","8010/3","23","5","Eastern Asia","China","","1329","","p53 inactivating mutations in chinese breast carcinomas","Gong ZY;Wong KW;Li Y;Mao YR;Lung ML;","2000","Oncol Rep","7","381","385","0010671690","","frozen","RNA","FASAY","cloned","true","true","true","true","true","true","true","true","true","true","false","No"
"236","BLADDER","C67","Squamous cell carcinoma, NOS","8070/3","14","4","Northern Africa","Egypt","","903","","p53 mutations in Egyptian bladder","Weintraub M;Khaled HM;","1995","Int J Oncol","7","1269","1274","NA","","frozen","DNA","SSCP","direct","false","false","true","true","true","true","true","true","true","true","false","No"
"237","BLADDER","C67","Transitional cell carcinoma, NOS","8120/3","8","4","Northern Africa","Egypt","","903","","p53 mutations in Egyptian bladder","Weintraub M;Khaled HM;","1995","Int J Oncol","7","1269","1274","NA","","frozen","DNA","SSCP","direct","false","false","true","true","true","true","true","true","true","true","false","No"
"238","BREAST","C50","Infiltrating duct carcinoma, NOS (C50._)","8500/3","36","5","Northern Europe","UK","","951","","Mutation of the TP53 gene and allelic imbalance at chromosome 17p13 in ductal carcinoma in situ","Munn KE;Walker RA;Menasce L;Varley JM;","1996","Br J Cancer","74","1578","1585","0008932338","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"239","BREAST","C50","Cancer, NOS","8000/3","375","70","Australia/New Zealand","Australia","","969","969","Detection of p53 gene mutation by rapid PCR-SSCP and its association with poor survival in breast cancer","Soong R;Iacopetta BJ;Harvey JM;Sterrett GF;Dawkins HJ;Hahnel R;Robbins PD;","1997","Int J Cancer","74","642","647","0009421363","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"240","BREAST","C50","Carcinoma, NOS","8010/3","130","18","Eastern Asia","Japan","","986","","Association among p53 gene mutation, nuclear accumulation of the p53 protein and aggressive phenotypes in breast cancer","Tsuda H;Hirohashi S;","1994","Int J Cancer","57","498","503","0007910151","","","DNA","SSCP","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"242","BREAST","C50","Neoplasm, NOS","8000/1","222","77","Western Europe","The Netherlands","","1003","1003","Mutations in residues of TP53 that directly contact DNA predict poor outcome in human primary breast cancer","Berns EM;van Staveren IL;Look MP;Smid M;Klijn JG;Foekens JA;","1998","Br J Cancer","77","1130","1136","0009569050","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"243","BREAST","C50","Cancer, NOS","8000/3","316","69","Northern Europe","Sweden","","1641","992","Complete sequencing of the p53 gene provides prognostic information in breast cancer patients, particularly in relation to adjuvant systemic therapy and radiotherapy","Bergh J;Norberg T;Sjogren S;Lindgren A;Holmberg L;","1995","Nat Med","1","1029","1034","7489358","See refs 1006 and 2369","frozen","DNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"244","BREAST","C50","Cancer, NOS","8000/3","14","3","Western Europe","France","BRCA1 carriers","1029","","p53 mutations in BRCA1-associated familial breast cancer","Schlichtholz B;Bouchind'homme B;Pages S;Martin E;Liva S;Magdelenat H;Sastre-Garau X;Stoppa-Lyonnet D;Soussi T;","1998","Lancet","352","622","","0009746028","","frozen","DNA","none","direct","false","false","true","true","true","true","true","true","false","false","false","No"
"245","BREAST","C50","Cancer, NOS","8000/3","64","20","Western Europe","France","","1035","","Biological and clinical significance of concurrent p53 gene alterations, MDR1 gene expression, and S-phase fraction analyses in breast cancer patients treated with primary chemotherapy or radiotherapy","Chevillard S;Lebeau J;Pouillart P;de Toma C;Beldjord C;Asselain B;Klijanienko J;Fourquet A;Magdelenat H;Vielh P;","1997","Clin Cancer Res","3","2471","2478","0009815649","","fixed","RNA","DGGE","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"246","BREAST","C50","Carcinoma, NOS","8010/3","113","18","Western Europe","France","","1052","","Prognostic value of P53 gene mutations in a large series of node- negative breast cancer patients","Falette N;Paperin MP;Treilleux I;Gratadour AC;Peloux N;Mignotte H;Tooke N;Lofman E;Inganas M;Bremond A;Ozturk M;Puisieux A;","1998","Cancer Res","58","1451","1455","0009537247","","frozen","RNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"247","BREAST","C50","Carcinoma, NOS","8010/3","31","11","Southern Europe","Italy","","931","","Detection of TP53 mutation, loss of heterozygosity and DNA content in fine-needle aspirates of breast carcinoma","Lavarino C;Corletto V;Mezzelani A;Della TG;Bartoli C;Riva C;Pierotti MA;Rilke F;Pilotti S;","1998","Br J Cancer","77","125","130","0009459157","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"248","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","C49","Hemangiosarcoma","9120/3","19","2","Western Europe","Germany","","1147","","MDM-2 oncoprotein overexpression, p53 gene mutation, and VEGF up- regulation in angiosarcomas","Zietz C;Rossle M;Haas C;Sendelhofert A;Hirschmann A;Sturzl M;Lohrs U;","1998","Am J Pathol","153","1425","1433","0009811333","","fixed","DNA","none","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"249","BREAST","C50","Cancer, NOS","8000/3","200","57","Western Europe","Austria","","1173","","Prognostic significance of mutations in the p53 gene, particularly in the zinc-binding domains, in lymph node- and steroid receptor positive breast cancer patients. Austrian Breast Cancer Study Group","Kucera E;Speiser P;Gnant M;Szabo L;Samonigg H;Hausmaninger H;Mittlbock M;Fridrik M;Seifert M;Kubista E;Reiner A;Zeillinger R;Jakesz R;","1999","Eur J Cancer","35","398","405","0010448289","","fixed","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"250","BREAST","C50","Cancer, NOS","8000/3","13","10","Northern America","Canada","BRCA1 carriers","1210","","Frequency of p53 mutations in breast carcinomas from Ashkenazi Jewish carriers of BRCA1 mutations","Phillips KA;Nichol K;Ozcelik H;Knight J;Done SJ;Goodwin PJ;Andrulis IL;","1999","J Natl Cancer Inst","91","469","473","0010070948","","frozen/fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"251","BREAST","C50","Cancer, NOS","8000/3","16","12","Northern America","Canada","","1231","","Rapid sequencing of the p53 gene with a new automated DNA sequencer","Bharaj BS;Angelopoulou K;Diamandis EP;","1998","Clin Chem","44","1397","1403","0009665415","","frozen","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"252","OVARY","C56","Cancer, NOS","8000/3","18","12","Northern America","Canada","","1231","","Rapid sequencing of the p53 gene with a new automated DNA sequencer","Bharaj BS;Angelopoulou K;Diamandis EP;","1998","Clin Chem","44","1397","1403","0009665415","","frozen","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"253","BREAST","C50","Medullary carcinoma, NOS","8510/3","23","17","Western Europe","France","","1234","","p53 mutation as a genetic trait of typical medullary breast carcinoma","de Cremoux P;Salomon AV;Liva S;Dendale R;Bouchind'homme B;Martin E;Sastre-Garau X;Magdelenat H;Fourquet A;Soussi T;","1999","J Natl Cancer Inst","91","641","643","0010203285","","fixed/frozen","RNA","none","direct","false","true","true","true","true","true","true","true","true","false","false","No"
"254","BREAST","C50","Cancer, NOS","8000/3","34","7","Western Europe","Germany","","1250","","Analysis of p53 mutation and cyclin D1 expression in breast tumors","Tanyi J;Tory K;Bankfalvi A;Shroder W;Rath W;Fuzesi L;","1999","Pathol Oncol Res","5","90","94","0010393358","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"255","BREAST","C50","Cancer, NOS","8000/3","21","3","Australia/New Zealand","Australia","Sporadic cases","1260","","Distinct molecular pathogeneses of early-onset breast cancers in BRCA1 and BRCA2 mutation carriers: a population-based study","Armes JE;Trute L;White D;Southey MC;Hammet F;Tesoriero A;Hutchins AM;Dite GS;McCredie MR;Giles GG;Hopper JL;Venter DJ;","1999","Cancer Res","59","2011","2017","0010213514","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","true","true","false","false","No"
"256","BREAST","C50","Cancer, NOS","8000/3","123","23","Northern Europe","Sweden","Early onset cancer","1269","1269","p53 and survival in early onset breast cancer: analysis of gene mutations, loss of heterozygosity and protein accumulation","Gentile M;Jungestrom MB;Olsen KE;Soderkvist P;Wingren S;","1999","Eur J Cancer","35","1202","1207","10615230","","fixed","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"257","BREAST","C50","Phyllodes tumor, benign (C50._)","9020/0","18","0","Western Europe","The Netherlands","includes 8 borderline cases","1279","","Altered expression of p53 and its regulated proteins in phyllodes tumours of the breast","Kuenen-Boumeester V;Henzen-Logmans SC;Timmermans MM;van Staveren IL;van Geel A;Peeterse HJ;Bonnema J;Berns EM;","1999","J Pathol","189","169","175","0010547570","","frozen","RNA","SSCP","direct","false","false","true","true","true","true","true","true","true","true","false","No"
